id,danceName,artist,danceType,aliases_pipe,styleTags_pipe,sceneTags_pipe,outfitKeywords_pipe,avoidKeywords_pipe,stageOutfitProfiles,stageOutfitSummary,reviewNotes
babymonster-batter-up,Batter Up,BABYMONSTER,K-pop,Batter Up|batter up|BABYMONSTER Batter Up|Batter Up BABYMONSTER|batterup,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-stuck-in-the-middle,Stuck In The Middle,BABYMONSTER,K-pop,Stuck In The Middle|stuck in the middle|BABYMONSTER Stuck In The Middle|Stuck In The Middle BABYMONSTER|stuckinthemiddle,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-sheesh,Sheesh,BABYMONSTER,K-pop,Sheesh|sheesh|BABYMONSTER Sheesh|Sheesh BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-like-that,Like That,BABYMONSTER,K-pop,Like That|like that|BABYMONSTER Like That|Like That BABYMONSTER|likethat,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-forever,Forever,BABYMONSTER,K-pop,Forever|forever|BABYMONSTER Forever|Forever BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-clik-clak,Clik Clak,BABYMONSTER,K-pop,Clik Clak|clik clak|BABYMONSTER Clik Clak|Clik Clak BABYMONSTER|clikclak,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-drip,Drip,BABYMONSTER,K-pop,Drip|drip|BABYMONSTER Drip|Drip BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-love-in-my-heart,Love In My Heart,BABYMONSTER,K-pop,Love In My Heart|love in my heart|BABYMONSTER Love In My Heart|Love In My Heart BABYMONSTER|loveinmyheart,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-really-like-you,Really Like You,BABYMONSTER,K-pop,Really Like You|really like you|BABYMONSTER Really Like You|Really Like You BABYMONSTER|reallylikeyou,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-billionaire,Billionaire,BABYMONSTER,K-pop,Billionaire|billionaire|BABYMONSTER Billionaire|Billionaire BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-woke-up-in-tokyo,Woke Up In Tokyo,BABYMONSTER,K-pop,Woke Up In Tokyo|woke up in tokyo|BABYMONSTER Woke Up In Tokyo|Woke Up In Tokyo BABYMONSTER|wokeupintokyo,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-hot-sauce,Hot Sauce,BABYMONSTER,K-pop,Hot Sauce|hot sauce|BABYMONSTER Hot Sauce|Hot Sauce BABYMONSTER|hotsauce,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-monsters,Monsters,BABYMONSTER,K-pop,Monsters|monsters|BABYMONSTER Monsters|Monsters BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
babymonster-dream,Dream,BABYMONSTER,K-pop,Dream|dream|BABYMONSTER Dream|Dream BABYMONSTER,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
le-sserafim-fearless,Fearless,LE SSERAFIM,K-pop,Fearless|fearless|LE SSERAFIM Fearless|Fearless LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-blue-flame,Blue Flame,LE SSERAFIM,K-pop,Blue Flame|blue flame|LE SSERAFIM Blue Flame|Blue Flame LE SSERAFIM|blueflame,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-the-great-mermaid,The Great Mermaid,LE SSERAFIM,K-pop,The Great Mermaid|the great mermaid|LE SSERAFIM The Great Mermaid|The Great Mermaid LE SSERAFIM|thegreatmermaid,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-sour-grapes,Sour Grapes,LE SSERAFIM,K-pop,Sour Grapes|sour grapes|LE SSERAFIM Sour Grapes|Sour Grapes LE SSERAFIM|sourgrapes,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-antifragile,Antifragile,LE SSERAFIM,K-pop,Antifragile|antifragile|LE SSERAFIM Antifragile|Antifragile LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-impurities,Impurities,LE SSERAFIM,K-pop,Impurities|impurities|LE SSERAFIM Impurities|Impurities LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-no-celestial,No Celestial,LE SSERAFIM,K-pop,No Celestial|no celestial|LE SSERAFIM No Celestial|No Celestial LE SSERAFIM|nocelestial,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-good-parts,Good Parts,LE SSERAFIM,K-pop,Good Parts|good parts|LE SSERAFIM Good Parts|Good Parts LE SSERAFIM|goodparts,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-unforgiven,Unforgiven,LE SSERAFIM,K-pop,Unforgiven|unforgiven|LE SSERAFIM Unforgiven|Unforgiven LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-eve-psyche-and-the-bluebeard-s-wife,"Eve, Psyche & The Bluebeard's Wife",LE SSERAFIM,K-pop,"Eve, Psyche & The Bluebeard's Wife|eve, psyche & the bluebeard's wife|LE SSERAFIM Eve, Psyche & The Bluebeard's Wife|Eve, Psyche & The Bluebeard's Wife LE SSERAFIM|eve,psyche&thebluebeard'swife",运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-no-return-into-the-unknown,No-Return (Into the Unknown),LE SSERAFIM,K-pop,No-Return (Into the Unknown)|no-return (into the unknown)|LE SSERAFIM No-Return (Into the Unknown)|No-Return (Into the Unknown) LE SSERAFIM|no-return(intotheunknown),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-fire-in-the-belly,Fire in the Belly,LE SSERAFIM,K-pop,Fire in the Belly|fire in the belly|LE SSERAFIM Fire in the Belly|Fire in the Belly LE SSERAFIM|fireinthebelly,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-perfect-night,Perfect Night,LE SSERAFIM,K-pop,Perfect Night|perfect night|LE SSERAFIM Perfect Night|Perfect Night LE SSERAFIM|perfectnight,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-easy,Easy,LE SSERAFIM,K-pop,Easy|easy|LE SSERAFIM Easy|Easy LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-smart,Smart,LE SSERAFIM,K-pop,Smart|smart|LE SSERAFIM Smart|Smart LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-swan-song,Swan Song,LE SSERAFIM,K-pop,Swan Song|swan song|LE SSERAFIM Swan Song|Swan Song LE SSERAFIM|swansong,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-we-got-so-much,We Got So Much,LE SSERAFIM,K-pop,We Got So Much|we got so much|LE SSERAFIM We Got So Much|We Got So Much LE SSERAFIM|wegotsomuch,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-crazy,Crazy,LE SSERAFIM,K-pop,Crazy|crazy|LE SSERAFIM Crazy|Crazy LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-1-800-hot-n-fun,1-800-hot-n-fun,LE SSERAFIM,K-pop,1-800-hot-n-fun|LE SSERAFIM 1-800-hot-n-fun|1-800-hot-n-fun LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-pierrot,Pierrot,LE SSERAFIM,K-pop,Pierrot|pierrot|LE SSERAFIM Pierrot|Pierrot LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-crazier,Crazier,LE SSERAFIM,K-pop,Crazier|crazier|LE SSERAFIM Crazier|Crazier LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-hot,Hot,LE SSERAFIM,K-pop,Hot|hot|LE SSERAFIM Hot|Hot LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-come-over,Come Over,LE SSERAFIM,K-pop,Come Over|come over|LE SSERAFIM Come Over|Come Over LE SSERAFIM|comeover,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-ash,Ash,LE SSERAFIM,K-pop,Ash|ash|LE SSERAFIM Ash|Ash LE SSERAFIM,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
le-sserafim-so-cynical-badum,So Cynical (Badum),LE SSERAFIM,K-pop,So Cynical (Badum)|so cynical (badum)|LE SSERAFIM So Cynical (Badum)|So Cynical (Badum) LE SSERAFIM|socynical(badum),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-boys-like-you,Boys Like You,ITZY,K-pop,Boys Like You|boys like you|ITZY Boys Like You|Boys Like You ITZY|boyslikeyou,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-blah-blah-blah,Blah Blah Blah,ITZY,K-pop,Blah Blah Blah|blah blah blah|ITZY Blah Blah Blah|Blah Blah Blah ITZY|blahblahblah,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-trust-me-midzy,Trust Me (MIDZY),ITZY,K-pop,Trust Me (MIDZY)|trust me (midzy)|ITZY Trust Me (MIDZY)|Trust Me (MIDZY) ITZY|trustme(midzy),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-be-in-love,Be In Love,ITZY,K-pop,Be In Love|be in love|ITZY Be In Love|Be In Love ITZY|beinlove,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-surf,Surf,ITZY,K-pop,Surf|surf|ITZY Surf|Surf ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-ting-ting-ting,Ting Ting Ting,ITZY,K-pop,Ting Ting Ting|ting ting ting|ITZY Ting Ting Ting|Ting Ting Ting ITZY|tingtingting,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-that-s-a-no-no,That's a No No,ITZY,K-pop,That's a No No|that's a no no|ITZY That's a No No|That's a No No ITZY|that'sanono,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-24hrs,24HRS,ITZY,K-pop,24HRS|24hrs|ITZY 24HRS|24HRS ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-nobody-like-you,Nobody Like You,ITZY,K-pop,Nobody Like You|nobody like you|ITZY Nobody Like You|Nobody Like You ITZY|nobodylikeyou,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-you-make-me,You Make Me,ITZY,K-pop,You Make Me|you make me|ITZY You Make Me|You Make Me ITZY|youmakeme,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-i-don-t-wanna-dance,I Don't Wanna Dance,ITZY,K-pop,I Don't Wanna Dance|i don't wanna dance|ITZY I Don't Wanna Dance|I Don't Wanna Dance ITZY|idon'twannadance,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-don-t-give-a-what,Don't Give A What,ITZY,K-pop,Don't Give A What|don't give a what|ITZY Don't Give A What|Don't Give A What ITZY|don'tgiveawhat,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-sorry-not-sorry,Sorry Not Sorry,ITZY,K-pop,Sorry Not Sorry|sorry not sorry|ITZY Sorry Not Sorry|Sorry Not Sorry ITZY|sorrynotsorry,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-kidding-me,Kidding Me,ITZY,K-pop,Kidding Me|kidding me|ITZY Kidding Me|Kidding Me ITZY|kiddingme,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-wild-wild-west,Wild Wild West,ITZY,K-pop,Wild Wild West|wild wild west|ITZY Wild Wild West|Wild Wild West ITZY|wildwildwest,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-shoot,Shoot!,ITZY,K-pop,Shoot!|shoot!|ITZY Shoot!|Shoot! ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-tennis-0-0,Tennis (0:0),ITZY,K-pop,Tennis (0:0)|tennis (0:0)|ITZY Tennis (0:0)|Tennis (0:0) ITZY|tennis(0:0),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-mirror,Mirror,ITZY,K-pop,Mirror|mirror|ITZY Mirror|Mirror ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-gas-me-up,Gas Me Up,ITZY,K-pop,Gas Me Up|gas me up|ITZY Gas Me Up|Gas Me Up ITZY|gasmeup,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-sooo-lucky,Sooo Lucky,ITZY,K-pop,Sooo Lucky|sooo lucky|ITZY Sooo Lucky|Sooo Lucky ITZY|sooolucky,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-b-oo-m-boxx,B[OO]M-BOXX,ITZY,K-pop,B[OO]M-BOXX|b[oo]m-boxx|ITZY B[OO]M-BOXX|B[OO]M-BOXX ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-freaky,Freaky,ITZY,K-pop,Freaky|freaky|ITZY Freaky|Freaky ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-free-fall,Free Fall,ITZY,K-pop,Free Fall|free fall|ITZY Free Fall|Free Fall ITZY|freefall,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-domino,Domino,ITZY,K-pop,Domino|domino|ITZY Domino|Domino ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-bratty,Bratty,ITZY,K-pop,Bratty|bratty|ITZY Bratty|Bratty ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-psychic-lover,Psychic Lover,ITZY,K-pop,Psychic Lover|psychic lover|ITZY Psychic Lover|Psychic Lover ITZY|psychiclover,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-kill-shot,Kill Shot,ITZY,K-pop,Kill Shot|kill shot|ITZY Kill Shot|Kill Shot ITZY|killshot,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-dynamite,Dynamite,ITZY,K-pop,Dynamite|dynamite|ITZY Dynamite|Dynamite ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
itzy-escalator,Escalator,ITZY,K-pop,Escalator|escalator|ITZY Escalator|Escalator ITZY,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
